20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
13517                    |73899.773,3364.229,-748.9|0.000,64.206,0.000       |Potê¿ny Krasnolud z Kosmo|MOBNAME_GRAVE_10         
13635                    |43869.000,2955.115,2339.0|0.000,69.102,0.000       |                         |MOBNAME_BENCH            
13637                    |45641.082,3086.984,4596.8|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
13639                    |44091.000,2993.849,3098.0|0.000,54.820,0.000       |                         |MOBNAME_BENCH            
13650                    |44218.949,2905.686,2129.8|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
13875                    |64314.930,3947.719,-24142|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
13877                    |64926.594,3941.886,-24846|0.000,45.714,0.000       |                         |MOBNAME_REPAIR           
13882                    |64086.855,3975.554,-22245|0.000,154.729,0.000      |                         |MOBNAME_BBQ_SHEEP        
14247                    |48060.789,2378.112,-1102.|0.000,17.586,0.000       |                         |                         
14251                    |44186.156,2931.839,-27256|0.000,17.586,0.000       |                         |                         
14255                    |47827.371,1609.534,-10442|0.000,17.586,0.000       |                         |                         
14280                    |35145.895,4098.570,-11038|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
14290                    |62410.633,3976.948,-24482|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
14293                    |62544.039,3953.164,-25044|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
14313                    |67889.055,5520.293,-21125|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
14348                    |30217.898,4201.882,-1348.|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
14351                    |34384.910,3717.816,83.861|0.000,51.414,0.000       |                         |MOBNAME_BENCH            
14357                    |29957.406,4330.895,24914.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14359                    |28844.432,4389.360,25458.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14361                    |29562.941,4389.255,25980.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14597                    |31818.617,3319.808,956.76|0.000,69.858,0.000       |                         |MOBNAME_BENCH            
14654                    |34100.633,4131.435,-8430.|0.000,86.291,0.000       |Wilfied Ukara 722 - 764  |MOBNAME_GRAVE_22         
14655                    |32914.059,4150.229,-8000.|0.000,81.230,0.000       |Arthag Amashrog 730 - 756|MOBNAME_GRAVE_17         
14656                    |33062.188,4211.307,-8625.|0.000,76.700,0.000       |Midos 757 - 759          |MOBNAME_GRAVE_19         
14657                    |33099.590,4186.728,-8563.|0.000,84.185,0.000       |Iotar 721 - 762          |MOBNAME_GRAVE_18         
14658                    |32581.627,4212.039,-8443.|0.000,69.198,0.000       |Marta Ukara 732 - 771    |MOBNAME_GRAVE_21         
14659                    |32901.371,4202.642,-9168.|0.000,80.536,0.000       |Oskar Sorn 703 - 736     |MOBNAME_GRAVE_20         
14660                    |33602.527,4169.753,-8851.|0.000,67.669,0.000       |Zahra 713 - 752          |MOBNAME_GRAVE_27         
14661                    |33625.461,4174.491,-8818.|0.000,64.206,0.000       |Mart Mulgo 721 - 779     |MOBNAME_GRAVE_26         
14662                    |33939.305,4181.430,-9100.|0.000,68.475,0.000       |Nieznany                 |MOBNAME_GRAVE_25         
14663                    |33966.266,4178.602,-9074.|0.000,69.836,0.000       |Seb 725 - 773            |MOBNAME_GRAVE_24         
14664                    |34436.148,4153.072,-9000.|0.000,70.006,0.000       |Viktorus Stahl 741 - 755 |MOBNAME_GRAVE_23         
14665                    |34251.180,4131.185,-8662.|0.000,78.130,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14666                    |34055.684,4227.036,-9663.|0.000,69.954,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14667                    |33328.430,4228.812,-9312.|0.000,72.459,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14668                    |32642.416,4222.759,-8876.|0.000,70.256,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
15691                    |37234.848,4074.722,-2626.|0.000,250.000,0.000      |                         |                         
15693                    |37202.484,4075.722,-2159.|0.000,250.000,0.000      |                         |                         
15695                    |36792.152,4109.550,-1882.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15712                    |37141.453,4103.128,-1975.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15714                    |37020.461,4103.128,-2728.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15717                    |36495.512,4112.405,-2504.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
15732                    |36565.754,4105.281,-1931.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
15734                    |36975.766,3776.136,-2855.|0.000,250.000,0.000      |                         |                         
15782                    |-1572.527,2408.464,16323.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
15800                    |38360.719,3821.717,-2687.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15828                    |37395.859,3793.504,-2722.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15830                    |37145.941,3793.505,-2738.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15833                    |36897.402,3794.116,-2708.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15835                    |36630.715,3793.767,-2621.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15837                    |36915.859,3793.240,-2205.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15852                    |38304.031,3823.229,-1866.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
15865                    |38005.754,3823.227,-1869.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15867                    |37698.246,3823.264,-1903.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15908                    |38433.957,3813.933,-1923.|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
15941                    |37691.004,3826.921,-2740.|0.000,78.034,0.000       |Kufer                    |MOBNAME_CHEST            
15966                    |15260.080,2874.005,11226.|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
16527                    |38510.594,4130.521,-2239.|0.000,56.418,0.000       |Martwa Harpia            |MOBNAME_TAVERN_01        
16529                    |36978.648,4131.677,-3348.|0.000,58.479,0.000       |Martwa Harpia            |MOBNAME_TAVERN_01        
16605                    |32154.404,3452.140,9559.2|0.000,50.000,0.000       |                         |MOBNAME_BENCH            
16616                    |31080.100,3462.751,8012.0|0.000,50.000,0.000       |                         |MOBNAME_BENCH            
16618                    |31523.576,3440.328,8715.9|0.000,77.658,0.000       |Kufer                    |CHEST                    
16620                    |32028.826,3445.151,9039.0|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16622                    |32020.242,3450.151,8184.6|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16624                    |32126.174,3448.151,8714.1|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16633                    |31102.867,3444.988,8691.4|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
16635                    |31382.463,3444.988,8465.6|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
16641                    |31683.482,3442.016,9166.9|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
17066                    |-1487.066,2407.303,16756.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
17069                    |-1763.489,2407.624,16387.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
17074                    |-621.105,2408.038,16432.7|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
17081                    |-757.828,2408.615,16354.2|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
17424                    |3201.645,98.923,16448.549|0.000,47.154,0.000       |Kufer                    |MOBNAME_CHEST            
17430                    |31803.107,3476.792,9772.3|0.000,154.729,0.000      |                         |                         
17514                    |37270.863,3797.767,-2921.|0.000,51.804,0.000       |                         |MOBNAME_BENCH            
17516                    |37828.352,3814.132,-3071.|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
17539                    |35435.199,3870.538,-4355.|0.000,125.001,0.000      |Do gospody               |MOBNAME_TAVERN           
17540                    |35437.570,3871.221,-4399.|0.000,125.001,0.000      |Do prze³êczy             |MOBNAME_PASSOW           
17541                    |39307.664,3924.470,-3313.|0.000,125.001,0.000      |Do klasztoru             |MOBNAME_MONASTERY        
17542                    |39351.328,3924.558,-3359.|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
17543                    |37812.164,3874.746,-469.1|0.000,125.001,0.000      |Do klasztoru             |MOBNAME_MONASTERY        
17544                    |37774.004,3875.678,-501.7|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17545                    |39276.035,3926.050,-3357.|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17546                    |35368.617,3870.605,-4374.|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17547                    |37849.168,3874.692,-512.0|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
17564                    |30632.918,4267.396,-6204.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17572                    |4880.426,2988.932,24651.3|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17580                    |31490.180,2628.974,20396.|0.000,323.427,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17619                    |29163.564,3129.699,28784.|0.000,155.841,0.000      |Ko³owrót                 |MOBNAME_WHEEL            
17625                    |30263.652,3146.305,29876.|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
